CORPORATE_IDENTIFICATION_NUMBER,COMPANY_NAME,COMPANY_STATUS,COMPANY_CLASS,COMPANY_CATEGORY,COMPANY_SUB_CATEGORY,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,INDUSTRIAL_CLASS,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,REGISTERED_OFFICE_ADDRESS,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,LATEST_YEAR_ANNUAL_RETURN,LATEST_YEAR_FINANCIAL_STATEMENT
U74210MN1997PTC005216,EASTERN GALAXY SERVICES AND CONSULTANT PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,06-10-1997,Manipur,100000,100000,74210,Real estate renting and business activities,IRABOT BHABAN LANEB T ROAD  ,ROC SHILLONG,NA,NA,NA
U74210MN1998PTC005429,MING AND MING CONSTRUCTIONS PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,05-06-1998,Manipur,2500000,1007000,74210,Real estate renting and business activities,E R M BUILDING 1 ST FLOOR.SAGOLBAND SAYANG ROADIMPHAL  ,ROC SHILLONG,NA,NA,NA
U74300MN1998PTC005527,NEST ADVERTISING AND MARKETING PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,14-09-1998,Manipur,10000000,8200000,74300,Real estate renting and business activities,"2nd floor, Job Centre Building, opp Telecom BhawanBabupara  ",ROC SHILLONG,krishnankh@gmail.com,31-03-2019,31-03-2019
U74300MN2016PTC008459,LB ADVERTISING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-02-2016,Manipur,100000,100000,74300,Real estate renting and business activities,"ISD-1,D-4-53/1,DR-0751,NAGAMAPAL PAONAM LEIKAIIMPHAL (MCI) (MAJOR PORT)  ",ROC SHILLONG,BRIJKISHOWR86@GMAIL.COM,31-03-2019,31-03-2019
U01211MN2016PTC008461,FIDAM FARMERS PRODUCER COMPANY LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,03-03-2016,Manipur,1000000,461000,1211,Agriculture & allied,"C/o Laitonjam Renu DeviKeinou (B) Thongkha, P.O Nambol  ",ROC SHILLONG,bedhajit2@yahoo.co.in,31-03-2018,31-03-2018
U01222MN1979PTC001788,BSS AGRO INDUSTRIES PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,21-08-1979,Manipur,100000,0,1222,Agriculture & allied,thangmeibandImphal  ,ROC SHILLONG,NA,NA,NA
U01222MN1996PTC004888,HENI POULTRY AND FISHERIES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,14-10-1996,Manipur,500000,100000,1222,Agriculture & allied,KALINAMAI   ,ROC SHILLONG,NA,NA,NA
U01300MN2005PTC008007,INTOUCH NATURALS PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-12-2005,Manipur,45000000,42756000,1300,Agriculture & allied,"KAYINU,DIST: SENAPATI,MANIPUR,  ",ROC SHILLONG,lorho_intouch@yahoo.co.in,31-03-2016,31-03-2016
U01400MN2014PTC008373,GRASSROOT SYNDICATE PRODUCER COMPANYLIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,10-02-2014,Manipur,1000000,500000,1400,Agriculture & allied,"DIOCESAN SOCIAL SERVICE SOCIETY,7ARCHBISHOPS HOME, MANTRIPUKHRI  ",ROC SHILLONG,awoyo.lungleng@gmail.com,31-03-2019,31-03-2019
U01400MN2015PTC008410,KANGLEIPAK FARMER PRODUCER COMPANYLIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,02-02-2015,Manipur,2500000,1801410,1400,Agriculture & allied,"C/O Smt H. CHANDRAKALAKWAKEITHEL, MOIRANG PUREL LEIKAI  ",ROC SHILLONG,fpobprmnp@gmail.com,31-03-2019,31-03-2019
U01400MN2017PTC013600,APUNBA ORGANIC PRODUCER COMPANY LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-11-2017,Manipur,1000000,100000,1400,Agriculture & allied,C/o. GREEN FOUNDATIONKWAKEITHEL AWANG THIYAM LEIKAI  ,ROC SHILLONG,ougricpl@gmail.com,31-03-2018,31-03-2018
U01403MN2013PTC008326,KANGLEI AGRO PARK PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,19-02-2013,Manipur,50000000,100000,1403,Agriculture & allied,"KYAMGEI MAMANG LEIKAIP.O. CANCHIPUR, P.S. IRILBUNG  ",ROC SHILLONG,thamarkaram@gmail.com,NA,NA
U01403MN2013PTC008342,LANGEI PRODUCER COMPANY LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-07-2013,Manipur,1500000,1438500,1403,Agriculture & allied,NAGAMAPAL LAMABAM LEIKAIP.O - LAMPHELPAT  ,ROC SHILLONG,bedhajit2@yahoo.co.in,31-03-2019,31-03-2019
U01403MN2015PTC008423,SOCIAL ECOLOGY PLANTING AND ANIMALREARING DEVELOPMENT PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,16-04-2015,Manipur,100000,100000,1403,Agriculture & allied,"HAMLEIKHONG,B-BLOCK,  ",ROC SHILLONG,kjames@neref.co.in,31-03-2018,31-03-2018
U01409MN1981SGC001871,MANIPUR AGRO INDUSTRIES CORPN LTD   ,ACTV,Public,Company limited by Shares,State Govt company,19-03-1981,Manipur,20000000,20000000,1409,Agriculture & allied,MANTIPUKHRI   ,ROC SHILLONG,NA,NA,NA
U01409MN1988PTC002892,IMPHAL AGRO INDUSTRIAL DEVELOPMENT CO PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,29-02-1988,Manipur,1000000,17300,1409,Agriculture & allied,NA,ROC SHILLONG,NA,NA,NA
U01409MN1994PTC004071,SENAPATI AGRICULTURE PRODUCE COMPANY PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,03-02-1994,Manipur,20000,20,1409,Agriculture & allied,MANTRIPUKHURI   ,ROC SHILLONG,NA,NA,NA
U01409MN1994PTC004072,IN GROW PRODUCTS PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,03-02-1994,Manipur,20000,20,1409,Agriculture & allied,PAONA BAZAR   ,ROC SHILLONG,NA,NA,NA
U01409MN1994PTC004073,BLUE BIRD AGRO FOREST PRODUCE PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,03-02-1994,Manipur,20000,20,1409,Agriculture & allied,THANGMEIBAND   ,ROC SHILLONG,NA,NA,NA
U01409MN2000PLC006163,NORTH EASTERN HIGH TECH AGRICULTURAL DEVELOPMENT CO. LTD.  ,STOF,Public,Company limited by Shares,Non-govt company,15-05-2000,Manipur,1000000,500000,1409,Agriculture & allied,"CHINGAMAKHA IROM LEIKAI,P.O. SINGJAMEI,DIST: IMPHAL WEST,  ",ROC SHILLONG,NA,NA,NA
U01409MN2000PLC006183,MANIPUR AGROTECH AND TRADING COMPANY LTD   ,STOF,Public,Company limited by Shares,Non-govt company,29-05-2000,Manipur,100000,35000,1409,Agriculture & allied,TARETKHULLAMLONGP S LAMLAI  ,ROC SHILLONG,NA,NA,NA
U01409MN2001PLC006528,MANIPUR MULTI FARMING AND TRADING COMPANY LIMITED  ,STOF,Public,Company limited by Shares,Non-govt company,24-05-2001,Manipur,500000,500000,1409,Agriculture & allied,MAGAMAPAL RIMS ROADP S LAMPHEL   ,ROC SHILLONG,NA,NA,NA
U01409MN2015PTC008411,IREIMA AGRO PRODUCER COMPANY LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-02-2015,Manipur,2500000,1701000,1409,Agriculture & allied,"C/O JUGINDRO SARANGTHEMSINGJAMEI CHINGAMAKHA, CHANAM PUKHARI MAPAL  ",ROC SHILLONG,ireimaagro@gmail.com,31-03-2019,31-03-2019
U01409MN2015PTC008415,SALAI AGRI CONSORTIUM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-03-2015,Manipur,50000000,49980500,1409,Agriculture & allied,"SAGOLBAND, TERA LOUKRAKPAMLAIKAI  ",ROC SHILLONG,samar.golden@gmail.com,31-03-2018,31-03-2018
U01409MN2016PTC008463,GREEN BIOTECH ECOSOLUTIONS PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,08-03-2016,Manipur,1500000,1400000,1409,Agriculture & allied,"LAINGAMKHUL LAMSANG,SPINNING MILL ROAD,  ",ROC SHILLONG,greenbiotech14@gmail.com,31-03-2019,31-03-2019
U01409MN2016PTC008468,HOUBEE CHING ORGANIC PRODUCER COMPANYLIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,21-03-2016,Manipur,1000000,368000,1409,Agriculture & allied,KWAKEITHEL AWANGTHIYAM LEIKAI  ,ROC SHILLONG,gfimphal@gmail.com,31-03-2018,31-03-2018
U01409MN2016PTC008469,IRAMDAM UNITED FOOD PRODUCER COMPANYLIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,23-03-2016,Manipur,1500000,500000,1409,Agriculture & allied,KAKCHING WAIRITHOUBAL DISTRICT  ,ROC SHILLONG,sanasamhemchand@gmail.com,31-03-2018,31-03-2018
U01409MN2017PTC013544,PHOU-OIBEE ORGANIC PRODUCER COMPANYLIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,28-06-2017,Manipur,1000000,100000,1409,Agriculture & allied,C/O. GREEN FOUNDATIONKWAKEITHEL AWANG THIYAM LEIKAI  ,ROC SHILLONG,phouoibee.organic@gmail.com,31-03-2018,31-03-2018
U01409MN2018PTC013772,RINRUMLAN PRODUCER COMPANY LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,22-11-2018,Manipur,1500000,100000,1409,Agriculture & allied,C/O VASHUM TUIME LOLLYHAMLEIKHONG HUNDUNGPUNG  ,ROC SHILLONG,ougricpl@gmail.com,NA,NA
U01409MN2019PTC013920,THOUNA INDUSTRIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,06-08-2019,Manipur,100000,100000,1409,Agriculture & allied,HOUSE NO.45MAYANG IMPHAL BAZAR  ,ROC SHILLONG,thounaindustries@gmail.com,NA,NA
U01409MN2020PTC014025,MEIHOU TRADING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,21-01-2020,Manipur,1000000,100000,1409,Agriculture & allied,"51, THOUBAL BAZAR, PLOT NO. 140NEAR MSCB THOUBAL P.O/P.S THOUBAL  ",ROC SHILLONG,bmtaxation2019@gmail.com,NA,NA
U01409MN2020PTC014031,HEERI KONBA HANDICRAFT PRODUCER COMPANYLIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,27-01-2020,Manipur,100000,100000,1409,Agriculture & allied,"HOUSE NO.82 SAMUROU BAZAR P.O / P.SWANGOI,WANGOI BLOCK,  ",ROC SHILLONG,cs.arorachandan@gmail.com,NA,NA
U01500MN2019PTC013838,AREINU FARMERS PRODUCER COMPANY LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,22-03-2019,Manipur,1000000,12000,1500,Agriculture & allied,C/O MR. P. SANAJIT SINGH IED- I17361 DL-16/1 KABO LEIKAI NONGPOK  ,ROC SHILLONG,ougricpl@gmail.com,NA,NA
U01820MN2018PTC013699,KHOLEO AGRO FARMER PRODUCER COMPANYLIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,26-06-2018,Manipur,1000000,100000,1820,Agriculture & allied,S. MOSES S/O MARIO SULEMAKHRELUI VILLAGE  ,ROC SHILLONG,savanaitk@yahoo.com,NA,NA
U01820MN2019PTC013982,LCJA PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,19-11-2019,Manipur,1000000,800000,1820,Agriculture & allied,25SOIBAM LEIKAI  ,ROC SHILLONG,sudhirthounaojam4@gmail.com,NA,NA
U01820MN2020PTC014036,SINLUNG ORGANIC FARMERS PRODUCER COMPANYLIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,29-01-2020,Manipur,1000000,300000,1820,Agriculture & allied,"PARBUNG VILLAGENEAR VA OFFICE, DAWRKAWN  ",ROC SHILLONG,greatcregen1@rediffmail.com,NA,NA
U02001MN1989PTC003201,N.E.ZONE AGRO INDUSTRIES & FINANCE DEVELOPMENT CENTRE PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,27-02-1989,Manipur,1000000,250000,2001,Agriculture & allied,NEW LAMBULANE ROADCHANSAD AVENUEIMPHAL  ,ROC SHILLONG,NA,NA,NA
U05000MN2019PTC013813,HIHONBA FISHING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,08-02-2019,Manipur,1000000,100000,5000,Agriculture & allied,THANGA CHINGKHA LEIKAIOINAM GULAMCHA HOUSE  ,ROC SHILLONG,GULAMJATOINAM48@GMAIL.COM,NA,NA
U05004MN1993PLC004041,MANIPUR FISHERY DEVELOPMENT CORPORTION LTD  ,STOF,Public,Company limited by Shares,Non-govt company,13-12-1993,Manipur,10000000,5000,5004,Agriculture & allied,MANIPUR SECRETARIAT   ,ROC SHILLONG,NA,NA,NA
U05004MN2004PTC007376,NINGTHOUKHOMBA FISHERIES COMPANY PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,31-03-2004,Manipur,500000,500000,5004,Agriculture & allied,TENTHAWANGJING   ,ROC SHILLONG,NA,NA,NA
U05004MN2015PTC008447,KANGLEIPAK AQUACULTURE AND RESEARCHINSTITUTE PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,12-11-2015,Manipur,5000000,2000000,5004,Agriculture & allied,KEISHAMPAT JAILER LEIRAK   ,ROC SHILLONG,karikangleipak2015@gmail.com,31-03-2019,31-03-2019
U10101MN1999PTC005932,M R ENTERPRENEURE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,04-11-1999,Manipur,7500000,6825000,10101,Mining and quarrying,THANGAL BAZAR   ,ROC SHILLONG,mahendrapur_21@yahoo.co.in,31-03-2015,31-03-2015
U11543MN2001PTC006408,GOOD HEALTH (INDIA) PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,01-02-2001,Manipur,3000000,2705000,11543,Mining and quarrying,THANGAL BAZAR   ,ROC SHILLONG,prasad_carajesh@yahoo.co.in,31-03-2014,31-03-2014
U24299MN2019PTC013971,SAYON INDUSTRIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,07-11-2019,Manipur,1500000,500000,24299,Manufacturing,"C/O MR. M ROBINDRO IED-III14-E(VOM)-96 (NEW), KAKWA ASEM LEIKAI  ",ROC SHILLONG,OUGRICPL@GMAIL.COM,NA,NA
U24304MN2018PTC013710,HIYAI CHEM (INDIA) PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,16-07-2018,Manipur,1000000,100000,24304,Manufacturing,"287, HIYAI BUILDING, YUREMBAM AWANG LEIKAIP.O. LANGJING, P.S. PATSOI  ",ROC SHILLONG,leimaton34@gmail.com,NA,NA
U24304MN2020PTC014014,LRS HOSPITALITY & HEALTHCARE PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,06-01-2020,Manipur,5000000,2000000,24304,Manufacturing,"IED-II, 25-A-8/7 (NC), CHANGANGEI,OPP. AIRPORT,  ",ROC SHILLONG,rolsphy@gmail.com,NA,NA
U25114MN2000PTC006047,J.S.TYRE SERVICE PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,25-02-2000,Manipur,2000000,12000,25114,Manufacturing,KHAMNAMI BAZARTAKYEL  ,ROC SHILLONG,NA,NA,NA
U25206MN2013PTC008345,RNH BUSINESS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,15-07-2013,Manipur,2500000,500000,25206,Manufacturing,"UTOPIA MANSION, 5TH AVENUEDEWLAHLAND, NEAR TINY TOTS SCHOOL  ",ROC SHILLONG,krsingh30@gmail.com,31-03-2016,31-03-2016
U25209MN1991PTC003580,S B YARN INDIA PRIVATE LIMITED   ,NAEF,Private,Company limited by Shares,Non-govt company,25-03-1991,Manipur,5000000,3845000,25209,Manufacturing,THANGAL BAZARIMPHAL   ,ROC SHILLONG,NA,NA,NA
U25209MN2019PTC013796,HINTANNIA PLASTICS ( NORTH EAST INDIA )PRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,14-01-2019,Manipur,1000000,500000,25209,Manufacturing,"Palace Compound, Near AdvanceHospital (Patta 365, 469)  ",ROC SHILLONG,rmeishnam@gmail.com,NA,NA
U25517MN2016PTC013492,LYS INDUSTRIES PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,23-09-2016,Manipur,4000000,100000,25517,Manufacturing,"C/ LAISHRAM YAIMA SINGHKWAKEITHEL MAKHA, THOKCHOM LEIKAI  ",ROC SHILLONG,leninmanipur@gmail.com,31-03-2018,31-03-2018
U26100MN2015PTC008433,SALAKATI FLY ASH BRICK MANUFACTURINGPRIVATE LIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,26-06-2015,Manipur,2000000,1100000,26100,Manufacturing,KEISHAMPAT JAILOR LEIRAK   ,ROC SHILLONG,kangleiaquaculture@gmail.com,31-03-2019,31-03-2019
U26921MN1998PTC005390,CANCHI CONCRETE AND TILE WORKS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,13-04-1998,Manipur,2500000,250000,26921,Manufacturing,LANGTHABAL NAMBUL MAPALCANCHIPURIMPHAL  ,ROC SHILLONG,NA,NA,NA
U26921MN1998PTC005488,GUNE BROTHERS CONSTRUCTION MATERIALS PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,03-08-1998,Manipur,500000,600,26921,Manufacturing,KHUNYAI LEIKKAIYUMNAM HUIDROMIMPHAL WEST  ,ROC SHILLONG,NA,NA,NA
U26931MN1988PTC003091,MANIPUR BRICKS MANUFACTURERS PVT LTD   ,ACTV,Private,Company limited by Shares,Non-govt company,06-10-1988,Manipur,1000000,8000,26931,Manufacturing,KHOYATHONG ROADTHANGAL BAZARIMPHAL  ,ROC SHILLONG,NA,NA,NA
U26931MN2014PTC008391,ZIMIKHOR PROJECTS PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,22-10-2014,Manipur,1000000,100000,26931,Manufacturing,"HOUSE NO. 06, NGARUMPHUNG VILLAGEPO & PS- LITAN  ",ROC SHILLONG,zimikhor@gmail.com,31-03-2016,31-03-2016
U26942MN1988SGC002981,MANIPUR CEMENTS LIMITED   ,STOF,Private,Company limited by Shares,State Govt company,10-05-1988,Manipur,35000000,35000000,26942,Manufacturing,C O DIRECTORATE OF INDUSTRIES   ,ROC SHILLONG,manipurcements@gmail.com,NA,NA
U26942MN2000PLC006156,KANGLEIPAK PRODUCTS LIMITED   ,STOF,Public,Company limited by Shares,Non-govt company,10-05-2000,Manipur,1000000,500000,26942,Manufacturing,LANGTHABAL KUNJACANCHIPURNEAR MANIPUR UNIVERSITY  ,ROC SHILLONG,NA,NA,NA
U26944MN1993PTC003987,MAICO LIME FACTORY PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,13-09-1993,Manipur,1000000,270000,26944,Manufacturing,"60, LAMPHEL SUPER MARKET   ",ROC SHILLONG,NA,NA,NA
U26960MN1993PTC003980,SARANGA AGRO FARMS PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,27-08-1993,Manipur,20000,20,26960,Manufacturing,MANTRI PUKHURIMANTRI PUKHURI  ,ROC SHILLONG,NA,NA,NA
U26999MN1994PLC004122,MANIPUR MINERAL CORPORATION LTD   ,STOF,Public,Company limited by Shares,Non-govt company,26-04-1994,Manipur,10000000,1621500,26999,Manufacturing,TULIHAL AIRPORT ROAD   ,ROC SHILLONG,NA,NA,NA
U27106MN1989PTC003292,NORTH EAST INDIA SELF EMPLOYMENT CONSULTANT COMPANY PVT LTD  ,STOF,Private,Company limited by Shares,Non-govt company,02-06-1989,Manipur,1000000,9000,27106,Manufacturing,NA,ROC SHILLONG,NA,NA,NA
U27107MN1988PTC003129,MANIPUR BHARI ISPAT NIGAM PVT LTD   ,CLLD,Private,Company limited by Shares,Non-govt company,29-11-1988,Manipur,2500000,2100000,27107,Manufacturing,MANTRI PUKHARIIMPHAL   ,ROC SHILLONG,eastindiakol@gmail.com,31-03-2014,31-03-2014
U27109MN1987PTC002809,UNICORN TRADING CO PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,26-11-1987,Manipur,100000,1000,27109,Manufacturing,KHOYATHANGTHANGAL BAZAR  ,ROC SHILLONG,NA,NA,NA
U51220MN2015OPC008441,SHIDAHIDAK AQUA (OPC) PRIVATE LIMITED   ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,09-09-2015,Manipur,100000,100000,51220,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,LALAMBUNG MAKHONGTAKHELLAMBAM LEIKAI  ,ROC SHILLONG,yadish9089@gmail.com,31-03-2018,31-03-2018
U51221MN2006PTC008199,J AND J AGRI TRADING PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,28-06-2006,Manipur,1000000,100000,51221,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"IRENGBAM AWANG LEIKAI,P.O. NAMBOX,BISHNUPUR DIST:  ",ROC SHILLONG,NA,NA,NA
U51221MN2015PTC008399,MANGANG EXPORT IMPORT PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,07-01-2015,Manipur,1000000,1000000,51221,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"MINUTHONG, HOUSE NO. 22KOBO LEIKAI, IMPHAL EAST DISTRICT  ",ROC SHILLONG,mangangexportimport@gmail.com,NA,NA
U51229MN1996PTC004661,LOKTAK INDUSTRIES PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,17-01-1996,Manipur,10000000,50000,51229,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,KEISHAMPAT JUNCTIONAIR PORT ROAD  IMPHAL   ,ROC SHILLONG,NA,NA,NA
U51300MN2015PTC008420,SALAI ASIA-PACIFIC REGION EXIM PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,09-04-2015,Manipur,30000000,26600000,51300,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"SAGOLBAND, TERA LOUKRAKPAMLEIKAI  ",ROC SHILLONG,salai.exim@gmail.com,31-03-2018,31-03-2018
U51397MN2015OPC008436,HEISNAM PHARMACEUTICAL PRIVATE LIMITED(OPC)  ,STOF,Private(One Person Company),Company limited by Shares,Non-govt company,14-07-2015,Manipur,100000,100000,51397,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,THONGJU PART IIMAKHA LEIKAI  ,ROC SHILLONG,NA,NA,NA
U51432MN2002PTC006807,PIYAINU CONSTRUCTION MATERIALS PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,02-05-2002,Manipur,5000000,500000,51432,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,TAOBUNGKHOKMAKHA LEIKAIPATSOI  ,ROC SHILLONG,NA,NA,NA
U51433MN1992PTC003678,ASHOK HARDWARE PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,30-03-1992,Manipur,2500000,30000,51433,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,THANGAL BAZARIMPHAL   ,ROC SHILLONG,NA,NA,NA
U51505MN2007PTC008233,SANGFROID TRADING DEVELOPMENT PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,14-03-2007,Manipur,300000,0,51505,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"c/o GHAMBHIR SINGH SHOPPING ARCADETHIRD FLOOR, B.T.ROAD, IMPHAL WEST  ",ROC SHILLONG,kh_randall8@yahoo.com,NA,NA
U51505MN2007PTC008235,SARAS INTERNATIONAL PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,12-04-2007,Manipur,10000000,0,51505,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,P.O. MANTRIPUKHRIP.S. HEINGANG  ,ROC SHILLONG,o-henryrec@hotmail.com,NA,NA
U51505MN2014OPC008393,WHITE-EYE TRACK PRIVATE LIMITED (OPC)   ,ACTV,Private(One Person Company),Company limited by Shares,Non-govt company,07-11-2014,Manipur,100000,100000,51505,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,KEISAMTHONG LONGJAM LEIRAK   ,ROC SHILLONG,ms.arcade7@gmail.com,31-03-2018,NA
U51505MN2018PTC013717,KANMANI EXIM PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,13-08-2018,Manipur,5000000,100000,51505,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"First Floor, Oppt. Sangai Continental HotalM.G. Avenue, Thangal Bazaar  ",ROC SHILLONG,vadi12@gmail.com,31-03-2019,31-03-2019
U51505MN2019PTC013977,UNICEP MARKETING PRIVATE LIMITED   ,ACTV,Private,Company limited by Shares,Non-govt company,14-11-2019,Manipur,1000000,100000,51505,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"c/o lukram ishorjit singh, naoremthongkhumanthem leikai, lamphelpat sub divisi  ",ROC SHILLONG,kunjacmspl@gmail.com,NA,NA
U51900MN2012PTC008320,PUSAM ALTAF ALI PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,31-12-2012,Manipur,500000,450000,51900,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,"HATTA MINUTHONG, NEAR PUBLIC HOSPITALP.O. POROMPAT  ",ROC SHILLONG,altaf.pusam@yahoo.com,NA,NA
U51900MN2014PTC008392,ORGANIC BAY PRIVATE LIMITED   ,STOF,Private,Company limited by Shares,Non-govt company,28-10-2014,Manipur,100000,100000,51900,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,Wangkhei Lourembam Lairak   ,ROC SHILLONG,puneet.jha@organofarms.com,31-03-2016,31-03-2016
U51900MN2016PTC008454,BIKUND TRADE AND SERVICES PRIVATELIMITED  ,ACTV,Private,Company limited by Shares,Non-govt company,25-01-2016,Manipur,1000000,1000000,51900,Wholesale and retail trade repair of motor vehicles motorcycles and personal and household goods,29 LAIREN MANSIONOPP. LAMPHEL SUPER MARKET  ,ROC SHILLONG,vidyakanthng@gmail.com,31-03-2019,31-03-2019
U67120MN1995PTC004365,MAI FINANCE AND INVESTMENT INDIA PVT LTD   ,STOF,Private,Company limited by Shares,Non-govt company,16-02-1995,Manipur,5000000,1500,67120,Financial intermediation,KHURAL LAMLONG BAZARIMPHAL   ,ROC SHILLONG,NA,NA,NA
U67120MN1998PTC005574,IMA LAKSHMI FINANCE AND INVESTMENT COMPANY PRIVATE LIMITED  ,STOF,Private,Company limited by Shares,Non-govt company,06-11-1998,Manipur,2500000,400000,67120,Financial intermediation,KHURAI LAMLONG BAZARIMPHAL EAST  ,ROC SHILLONG,NA,NA,NA
